gbifID	ownerInstitutionCode	year	collectionCode	accessRights	type	basisOfRecord	catalogNumber	continent	country	stateProvince	county	decimalLatitude	decimalLongitude	higherGeography	higherGeographyID	locality	maximumElevationInMeters	minimumElevationInMeters	lifeStage	sex	preparations	higherClassification	kingdom	phylum	family	class	order	genus	specificEpithet	scientificName	vernacularName	identifiedBy
1039459822	YPM	1997	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 009078	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc.	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Hemidactylus	bowringii	Hemidactylus bowringii		
1039459385	YPM	2001	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 011857	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc. (global change Nov 2005)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Serpentes; Typhlopidae	Animalia	Chordata	Typhlopidae	Reptilia	Squamata	Ramphotyphlops	braminus	Ramphotyphlops braminus		
1039459803	YPM	2001	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 011884	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc. (global change Nov 2005); microslide; microslide	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Autarchoglossa; Scincidae	Animalia	Chordata	Scincidae	Reptilia	Squamata	Ateuchosaurus	chinensis	Ateuchosaurus chinensis		
1039459970	YPM		VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 024002	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					photographic voucher	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Hemidactylus	garnotii	Hemidactylus garnotii		A. M. Bauer
1039460015	YPM	1997	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 009087	Asia	Hong Kong			22.2167	113.9	Asia; Hong Kong; Lantau Island		near Shek Pik					10% form.->70% alc.	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Serpentes; Typhlopidae	Animalia	Chordata	Typhlopidae	Reptilia	Squamata	Ramphotyphlops	braminus	Ramphotyphlops braminus		
1039459769	YPM	1997	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 009085	Asia	Hong Kong			22.2167	113.9	Asia; Hong Kong; Lantau Island		near Shek Pik					10% form.->70% alc.	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Autarchoglossa; Scincidae; Sphenomorphinae	Animalia	Chordata	Scincidae	Reptilia	Squamata	Scincella	reevesii	Scincella reevesii	Speckled Leaf-litter Skink	
1039460690	YPM	2000	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 010018	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc. (global change Nov 2005)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Gehyra	mutilata	Gehyra mutilata	Four-clawed gecko	
1039460332	YPM	2000	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 009709	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc. (global change Nov 2005)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Gehyra	mutilata	Gehyra mutilata	Four-clawed gecko	
1039460659	YPM	1999	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 009686	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc. (global change Nov 2005)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Gehyra	mutilata	Gehyra mutilata	Four-clawed gecko	
1039460299	YPM	1999	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 009689	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc. (global change Nov 2005)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Gehyra	mutilata	Gehyra mutilata	Four-clawed gecko	
1039460503	YPM	1999	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 009682	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc. (global change Nov 2005)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Gehyra	mutilata	Gehyra mutilata	Four-clawed gecko	
1039461249	YPM	1999	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 009652	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc.; microslide (gonad histology)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Gekko	chinensis	Gekko chinensis		
1039462025	YPM	2005	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 015128	Asia	Hong Kong			22.2333	113.9333	Asia; Hong Kong; Lantau Island		Tong Fuk		150	adult	female	tissue (undetermined) (imported from spreadsheet from W. Piel); tissue in EtOH (leg muscle); 95% alc. (no formalin used)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Autarchoglossa; Scincidae; Sphenomorphinae	Animalia	Chordata	Scincidae	Reptilia	Squamata	Tropidophorus	sinicus	Tropidophorus sinicus		
1039462423	YPM	2000	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 010017	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc. (global change Nov 2005)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Gehyra	mutilata	Gehyra mutilata	Four-clawed gecko	
1039462820	YPM	2001	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 011886	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc. (global change Nov 2005)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Autarchoglossa; Scincidae	Animalia	Chordata	Scincidae	Reptilia	Squamata	Ateuchosaurus	chinensis	Ateuchosaurus chinensis		
1039462761	YPM	1997	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 009084	Asia	Hong Kong			22.2	113.9833	Asia; Hong Kong; Shek Kwu Chau							skeleton; skin in EtOH	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Serpentes; Colubridae; Colubrinae	Animalia	Chordata	Colubridae	Reptilia	Squamata	Oligodon	formosanus	Oligodon formosanus		
1039462861	YPM	1997	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 009168	Asia	Hong Kong			22.2333	113.8833	Asia; Hong Kong; Lantau Island		vicinity of Keung Shan					10% form.->70% alc.	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Autarchoglossa; Scincidae; Sphenomorphinae	Animalia	Chordata	Scincidae	Reptilia	Squamata	Tropidophorus	sinicus	Tropidophorus sinicus		
1039462880	YPM	1999	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 009651	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau			juvenile		10% form.->70% alc. (global change Nov 2005)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Gekko	chinensis	Gekko chinensis		
1039462961	YPM	1999	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 009668	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc. (global change Nov 2005)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Hemidactylus	garnotii	Hemidactylus garnotii		A. M. Bauer
1039463003	YPM	2000	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 009963	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc. (global change Nov 2005)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Hemidactylus	bowringii	Hemidactylus bowringii		
1039463034	YPM	1997	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 009188	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc.	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Gehyra	mutilata	Gehyra mutilata	Four-clawed gecko	
1039463138	YPM	1999	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 009719	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc. (global change Nov 2005)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Hemidactylus	bowringii	Hemidactylus bowringii		
1039464962	YPM	2004	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 014711	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc.	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Gehyra	mutilata	Gehyra mutilata	Four-clawed gecko	
1039465629	YPM	2000	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 010011	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc. (global change Nov 2005)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Gehyra	mutilata	Gehyra mutilata	Four-clawed gecko	
1039465697	YPM	2000	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 010014	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc. (global change Nov 2005)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Gehyra	mutilata	Gehyra mutilata	Four-clawed gecko	
1039465751	YPM	2001	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 011866	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc. (global change Nov 2005)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Gehyra	mutilata	Gehyra mutilata	Four-clawed gecko	
1039465757	YPM	2000	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 010016	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc. (global change Nov 2005)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Gehyra	mutilata	Gehyra mutilata	Four-clawed gecko	
1039465925	YPM	1997	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 009077	Asia	Hong Kong			22.2167	113.9	Asia; Hong Kong; Lantau Island		near Shek Pik					10% form.->70% alc.	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Hemidactylus	bowringii	Hemidactylus bowringii		
1039466108	YPM	1997	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 009172	Asia	Hong Kong			22.2333	113.8833	Asia; Hong Kong; Lantau Island		vicinity of Keung Shan					10% form.->70% alc.; microslide (gonad histology)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Gekko	chinensis	Gekko chinensis		
1039466233	YPM	2000	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 010008	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc. (global change Nov 2005)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Gehyra	mutilata	Gehyra mutilata	Four-clawed gecko	
1039466321	YPM	1997	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 009170	Asia	Hong Kong			22.2333	113.8833	Asia; Hong Kong; Lantau Island		vicinity of Keung Shan					10% form.->70% alc.	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Autarchoglossa; Scincidae; Mabuyinae	Animalia	Chordata	Scincidae	Reptilia	Squamata	Eutropis	longicaudata	Eutropis longicaudata	Longtail skink	
1039466336	YPM	1999	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 009644	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc.; microslide (gonad histology)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Gekko	chinensis	Gekko chinensis		
1039466443	YPM	1999	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 009605	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc. (global change Nov 2005)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Autarchoglossa; Scincidae; Mabuyinae	Animalia	Chordata	Scincidae	Reptilia	Squamata	Eutropis	longicaudata	Eutropis longicaudata	Longtail skink	
1039466469	YPM	1997	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 009176	Asia	Hong Kong			22.2333	113.8833	Asia; Hong Kong; Lantau Island		vicinity of Keung Shan					10% form.->70% alc.; microslide (gonad histology)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Gekko	chinensis	Gekko chinensis		
1039467413	YPM	2000	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 010013	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc. (global change Nov 2005)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Gehyra	mutilata	Gehyra mutilata	Four-clawed gecko	
1039467488	YPM	2000	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 011939	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc. (global change Nov 2005)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Gehyra	mutilata	Gehyra mutilata	Four-clawed gecko	
1039467505	YPM	2000	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 010009	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc. (global change Nov 2005)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Gehyra	mutilata	Gehyra mutilata	Four-clawed gecko	
1039467831	YPM	1999	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 009700	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc. (global change Nov 2005)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Gehyra	mutilata	Gehyra mutilata	Four-clawed gecko	
1039467964	YPM	2001	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 011888	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc. (global change Nov 2005)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Autarchoglossa; Scincidae	Animalia	Chordata	Scincidae	Reptilia	Squamata	Ateuchosaurus	chinensis	Ateuchosaurus chinensis		
1039467994	YPM	1997	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 009164	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc.	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Serpentes; Typhlopidae	Animalia	Chordata	Typhlopidae	Reptilia	Squamata	Ramphotyphlops	braminus	Ramphotyphlops braminus		
1039468041	YPM	1997	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 009080	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc.	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Hemidactylus	bowringii	Hemidactylus bowringii		
1039458900	YPM	1999	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 009680	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc. (global change Nov 2005)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Gehyra	mutilata	Gehyra mutilata	Four-clawed gecko	
1039459031	YPM	1997	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 009165	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc.	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Serpentes; Typhlopidae	Animalia	Chordata	Typhlopidae	Reptilia	Squamata	Ramphotyphlops	braminus	Ramphotyphlops braminus		
1039459266	YPM	2001	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 011880	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc.; microslide (gonad histology)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Gekko	chinensis	Gekko chinensis		
1039459322	YPM	2000	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 009710	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc. (global change Nov 2005)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Gehyra	mutilata	Gehyra mutilata	Four-clawed gecko	
1039458250	YPM	1999	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 009672	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc. (global change Nov 2005)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Hemidactylus	garnotii	Hemidactylus garnotii		A. M. Bauer
