gbifID	ownerInstitutionCode	year	collectionCode	accessRights	type	basisOfRecord	catalogNumber	continent	country	stateProvince	county	decimalLatitude	decimalLongitude	higherGeography	higherGeographyID	locality	maximumElevationInMeters	minimumElevationInMeters	lifeStage	sex	preparations	higherClassification	kingdom	phylum	family	class	order	genus	specificEpithet	scientificName	vernacularName	identifiedBy
1039521499	YPM	1990	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM MAM 005068	Asia	Hong Kong			22.3	113.9167	Asia; Hong Kong; Chek Lap Kok Island		Day Hill					"skin, round; skeleton"	Animalia; Chordata; Vertebrata; Amniota; Mammalia; Theriiformes-----Theria-Placentalia-Epitheria; Preptotheria-Anagalida-Simplicidentata; Rodentia; Myomorpha; Myodonta; Muridae; Murinae	Animalia	Chordata	Muridae	Mammalia	Rodentia	Rattus	andamanensis	Rattus andamanensis koratensis		
1039522605	YPM	1987	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM MAM 004911	Asia	Hong Kong			22.2333	113.8833	Asia; Hong Kong; Lantau Island		Keung Shan				female	"skin, round; skeleton (skull only)"	Animalia; Chordata; Vertebrata; Amniota; Mammalia; Theriiformes-----Theria-Placentalia-Epitheria; Preptotheria-Anagalida-Simplicidentata; Rodentia; Myomorpha; Myodonta; Muridae; Murinae	Animalia	Chordata	Muridae	Mammalia	Rodentia	Niviventer	fulvescens	Niviventer fulvescens huang		
1039522891	YPM	1990	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM MAM 005082	Asia	Hong Kong			22.2333	113.9	Asia; Hong Kong; Lantau Island		W part of Shek Pic Reservoir				male	"skin, round"	Animalia; Chordata; Vertebrata; Amniota; Mammalia; Theriiformes-----Theria-Placentalia-Epitheria; Preptotheria-Archonta; Chiroptera; Pteropodidae; Pteropodinae	Animalia	Chordata	Pteropodidae	Mammalia	Chiroptera	Cynopterus	sphinx	Cynopterus sphinx	Short-nosed Fruit Bat	
1039523202	YPM	1991	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM MAM 004899	Asia	Hong Kong			22.2333	113.8833	Asia; Hong Kong; Lantau Island		tunnel n side of Keung Shan catchwater				male	"skin, round; skeleton"	Animalia; Chordata; Vertebrata; Amniota; Mammalia; Theriiformes-----Theria-Placentalia-Epitheria; Preptotheria-Anagalida-Simplicidentata; Rodentia; Myomorpha; Myodonta; Muridae; Murinae	Animalia	Chordata	Muridae	Mammalia	Rodentia	Bandicota	indica	Bandicota indica	Greater Bandicoot Rat	
1039519146	YPM	1991	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM MAM 004908	Asia	Hong Kong		Islands District	22.195273	113.988132	Asia; Hong Kong; Islands District; Shek Kwu Chau						female	"skin, round; skeleton"	Animalia; Chordata; Vertebrata; Amniota; Mammalia; Theriiformes-----Theria-Placentalia-Epitheria; Preptotheria-Anagalida-Simplicidentata; Rodentia; Myomorpha; Myodonta; Muridae; Murinae	Animalia	Chordata	Muridae	Mammalia	Rodentia	Rattus	andamanensis	Rattus andamanensis koratensis		
1039524170	YPM	1987	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM MAM 011503	Asia	Hong Kong			22.25	113.9333	Asia; Hong Kong; Lantau Island		Nei Lak Shan	700	700			skeleton	Animalia; Chordata; Vertebrata; Amniota; Mammalia; Theriiformes-----Theria-Placentalia-Epitheria; Preptotheria-Lipotyphla-Insectivora; Soricomorpha; Soricidae; Crocidurinae	Animalia	Chordata	Soricidae	Mammalia	Soricomorpha	Crocidura		Crocidura	shrews	
1039469768	YPM	2001	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 011937	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc. (global change Nov 2005)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Hemidactylus	garnotii	Hemidactylus garnotii		A. M. Bauer
1039469825	YPM	1997	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 009074	Asia	Hong Kong			22.2167	113.9	Asia; Hong Kong; Lantau Island		near Shek Pik					10% form.->70% alc.	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Serpentes; Typhlopidae	Animalia	Chordata	Typhlopidae	Reptilia	Squamata	Ramphotyphlops	braminus	Ramphotyphlops braminus		
1039469837	YPM	2001	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 011879	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc. (global change Nov 2005)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Iguania; Agamidae	Animalia	Chordata	Agamidae	Reptilia	Squamata	Calotes	versicolor	Calotes versicolor	Tree Lizard	
1039470061	YPM	1997	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 009079	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc.	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Hemidactylus	bowringii	Hemidactylus bowringii		
1039470088	YPM	1997	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 009174	Asia	Hong Kong			22.2333	113.8833	Asia; Hong Kong; Lantau Island		vicinity of Keung Shan					10% form.->70% alc.; microslide (gonad histology)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Gekko	chinensis	Gekko chinensis		
1039470598	YPM	2001	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 011934	Asia	Hong Kong			22.2333	113.9333	Asia; Hong Kong; Lantau Island		Tong Fuk		150			10% form.->70% alc. (global change Nov 2005)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Hemidactylus	bowringii	Hemidactylus bowringii		
1039471112	YPM	1997	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 009178	Asia	Hong Kong			22.23333	113.925	Asia; Hong Kong; Lantau Island		catchwater between Shek Pik and Cheung Sha	100	100			10% form.->70% alc.; microslide (gonad histology)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Gekko	chinensis	Gekko chinensis		
1039471666	YPM	1999	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 009707	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc. (global change Nov 2005)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Gehyra	mutilata	Gehyra mutilata	Four-clawed gecko	
1039472076	YPM	1999	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 009684	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc. (global change Nov 2005)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Gehyra	mutilata	Gehyra mutilata	Four-clawed gecko	
1039472459	YPM	2001	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 011861	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc. (global change Nov 2005)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Hemidactylus	bowringii	Hemidactylus bowringii		
1039472521	YPM	2000	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 010007	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc. (global change Nov 2005)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Gehyra	mutilata	Gehyra mutilata	Four-clawed gecko	
1039472902	YPM	1997	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 009180	Asia	Hong Kong			22.23333	113.925	Asia; Hong Kong; Lantau Island		catchwater between Shek Pik and Cheung Sha	100	100			10% form.->70% alc.; microslide (gonad histology)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Gekko	chinensis	Gekko chinensis		
1039473121	YPM	1999	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 009724	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc. (global change Nov 2005)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Hemidactylus	bowringii	Hemidactylus bowringii		
1039468360	YPM	1999	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 009706	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc. (global change Nov 2005)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Gehyra	mutilata	Gehyra mutilata	Four-clawed gecko	
1039468426	YPM	2000	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 009708	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc. (global change Nov 2005)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Gehyra	mutilata	Gehyra mutilata	Four-clawed gecko	
1039468441	YPM	1999	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 009678	Asia	Hong Kong			22.2	113.9833	Asia; Hong Kong; Shek Kwu Chau							10% form.->70% alc. (global change Nov 2005)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Hemiphyllodactylus		Hemiphyllodactylus		
1039468470	YPM	2001	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 011944	Asia	Hong Kong			22.2167	113.9167	Asia; Hong Kong; Lantau Island		Shui Hau					10% form.->70% alc. (global change Nov 2005)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Gehyra	mutilata	Gehyra mutilata	Four-clawed gecko	
1039468520	YPM	2001	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 011882	Asia	Hong Kong			22.2333	113.9333	Asia; Hong Kong; Lantau Island		Tong Fuk		150			10% form.->70% alc.; microslide (gonad histology)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Gekko	chinensis	Gekko chinensis		
1039468587	YPM	1997	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM HERR 009183	Asia	Hong Kong			22.23333	113.925	Asia; Hong Kong; Lantau Island		catchwater between Shek Pik and Cheung Sha	100	100			10% form.->70% alc.; microslide (gonad histology)	Animalia; Chordata; Vertebrata; Amniota; Reptilia; Diapsida; Lepidosauria; Squamata; Scleroglossa; Gekkonidae	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Gekko	chinensis	Gekko chinensis		
1039525318	YPM		VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM MAM 004909	Asia	Hong Kong			22.2333	113.8833	Asia; Hong Kong; Lantau Island		Keung Shan				male	"skin, round; skeleton (skull only)"	Animalia; Chordata; Vertebrata; Amniota; Mammalia; Theriiformes-----Theria-Placentalia-Epitheria; Preptotheria-Anagalida-Simplicidentata; Rodentia; Myomorpha; Myodonta; Muridae; Murinae	Animalia	Chordata	Muridae	Mammalia	Rodentia	Niviventer	fulvescens	Niviventer fulvescens huang		
1039527817	YPM	1990	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM MAM 005506	Asia	Hong Kong			22.2333	113.8833	Asia; Hong Kong; Lantau Island		Keung Shan					10% form.->70% alc.	Animalia; Chordata; Vertebrata; Amniota; Mammalia; Theriiformes-----Theria-Placentalia-Epitheria; Preptotheria-Archonta; Chiroptera; Microchiroptera; Yangochiroptera; Vespertilionidae; Miniopterinae	Animalia	Chordata	Vespertilionidae	Mammalia	Chiroptera	Miniopterus	schreibersi	Miniopterus schreibersi	Schreiber's Long-fingered Bat	
1039528480	YPM	1987	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM MAM 004912	Asia	Hong Kong			22.2333	113.8833	Asia; Hong Kong; Lantau Island		Keung Shan				male	"skin, round; skeleton (skull only)"	Animalia; Chordata; Vertebrata; Amniota; Mammalia; Theriiformes-----Theria-Placentalia-Epitheria; Preptotheria-Anagalida-Simplicidentata; Rodentia; Myomorpha; Myodonta; Muridae; Murinae	Animalia	Chordata	Muridae	Mammalia	Rodentia	Niviventer	fulvescens	Niviventer fulvescens huang		
1039528950	YPM	1987	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM MAM 004914	Asia	Hong Kong			22.2333	114.15	Asia; Hong Kong; Aberdeen						male	"skin, round; skeleton (skull only)"	Animalia; Chordata; Vertebrata; Amniota; Mammalia; Theriiformes-----Theria-Placentalia-Epitheria; Preptotheria-Lipotyphla-Insectivora; Soricomorpha; Soricidae; Crocidurinae	Animalia	Chordata	Soricidae	Mammalia	Soricomorpha	Suncus	murinus	Suncus murinus	House Shrew	
1039529235	YPM	1991	VZ	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	PhysicalObject	PreservedSpecimen	YPM MAM 004907	Asia	Hong Kong	New Territories		22.5	114.0833	Asia; Hong Kong; New Territories; Mai Po		"Mai Po marshes, deep bay at end of boardwalk"				male	"skin, round; skeleton"	Animalia; Chordata; Vertebrata; Amniota; Mammalia; Theriiformes-----Theria-Placentalia-Epitheria; Preptotheria-Anagalida-Simplicidentata; Rodentia; Myomorpha; Myodonta; Muridae; Murinae	Animalia	Chordata	Muridae	Mammalia	Rodentia	Rattus	andamanensis	Rattus andamanensis koratensis		
543453980		1958	HERP		PhysicalObject	PreservedSpecimen	111546	Asia	China			22.19666667	113.5416667	Asia; China		"Macao [22 11 48 N, 113 32 30 E]"		60.96012192			Alcohol	Animalia; Chordata; Reptilia; Serpentes; Typhlopidae	Animalia	Chordata	Typhlopidae	Reptilia	Serpentes	Ramphotyphlops	braminus	Ramphotyphlops braminus		
543453981		1958	HERP		PhysicalObject	PreservedSpecimen	111547	Asia	China			22.28166667	114.1341667	Asia; China; Hong Kong Id.		"[22 16 54 N, 114 08 03 E]"		121.9202438			Alcohol	Animalia; Chordata; Reptilia; Serpentes; Typhlopidae	Animalia	Chordata	Typhlopidae	Reptilia	Serpentes	Ramphotyphlops	braminus	Ramphotyphlops braminus		
543719148		1941	SUR		PhysicalObject	PreservedSpecimen	12313	Asia	China			22.22227778	114.1745278	Asia; China		Hong Kong					Alcohol	Animalia; Chordata; Reptilia; Serpentes; Hydrophiidae	Animalia	Chordata	Hydrophiidae	Reptilia	Serpentes	Pelamis	platurus	Pelamis platurus		J.M. Savage
891728076			Observations			HumanObservation	368921					22.193139	114.2052853										Animalia	Chordata	Ailuridae	Mammalia	Carnivora	Ailurus		Ailurus fulgens		
1009252861									Hong Kong			22.4	114.11									species								Calotes versicolor		
476649621	"Museum of Comparative Zoology, Harvard University"		Herp		PhysicalObject	PreservedSpecimen	R-1630	Asia	Hong Kong	Hongkong Island		22.283	114.15	"Asia, Hong Kong, Hongkong Island"		"Hong Kong,China"					whole animal (ethanol)	Animalia Chordata Reptilia Anapsida Testudinata Cryptodira Trionychoidea Trionychidae Pelodiscus sinensis	Animalia	Chordata	Trionychidae	Reptilia	Testudinata	Pelodiscus	sinensis	Pelodiscus sinensis		"Catalog, Catalog, [no agent data]"
476649724	"Museum of Comparative Zoology, Harvard University"		Herp		PhysicalObject	PreservedSpecimen	R-1633	Asia	Hong Kong	Hongkong Island		22.283	114.15	"Asia, Hong Kong, Hongkong Island"		Hong Kong					skull-less whole animal (70% ethanol); skull and jaw (dry)	Animalia Chordata Reptilia Anapsida Testudinata Cryptodira Testudinoidea Emydidae Cuora trifasciata	Animalia	Chordata	Emydidae	Reptilia	Testudinata	Cuora	trifasciata	Cuora trifasciata		"Catalog, Catalog, [no agent data]"
476689508	"Museum of Comparative Zoology, Harvard University"		Herp		PhysicalObject	PreservedSpecimen	R-179461	Asia	China	Guangdong		22.1	114.05	"Asia, China, Guangdong"		"People's Republic of China,Guangdong,Wanshan Islands,Wai Ling Ding"					whole animal (ethanol)	Animalia Chordata Reptilia Lepidosauromorpha Squamata Sauria Scincidae Eumeces quadrilineatus	Animalia	Chordata	Scincidae	Reptilia	Squamata	Eumeces	quadrilineatus	Eumeces quadrilineatus		Catalog
476689608	"Museum of Comparative Zoology, Harvard University"		Herp		PhysicalObject	PreservedSpecimen	R-179462	Asia	China	Guangdong		22.1	114.05	"Asia, China, Guangdong"		"People's Republic of China,Guangdong,Wanshan Islands,Wai Ling Ding"					whole animal (ethanol)	Animalia Chordata Reptilia Lepidosauromorpha Squamata Sauria Gekkonidae Hemidactylus bowringi	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Hemidactylus	bowringi	Hemidactylus bowringi		Catalog
476689612	"Museum of Comparative Zoology, Harvard University"		Herp		PhysicalObject	PreservedSpecimen	R-179467	Asia	Hong Kong	New Territories		22.433	114.1	"Asia, Hong Kong, New Territories"		Hong Kong:New Territories mainland Shek Kong ca 100m					whole animal (ethanol)	Animalia Chordata Reptilia Lepidosauromorpha Squamata Serpentes Colubroidea Colubridae Pareas margaritophorus	Animalia	Chordata	Colubridae	Reptilia	Squamata	Pareas	margaritophorus	Pareas margaritophorus		Catalog
476689610	"Museum of Comparative Zoology, Harvard University"		Herp		PhysicalObject	PreservedSpecimen	R-179465	Asia	Hong Kong	New Territories		22.35	114.25	"Asia, Hong Kong, New Territories"		"Hong Kong:New Territories mainland,Ho Chung"					whole animal (ethanol)	Animalia Chordata Reptilia Lepidosauromorpha Squamata Sauria Scincidae Scincella reevesi reevesi	Animalia	Chordata	Scincidae	Reptilia	Squamata	Scincella	reevesi	Scincella reevesi reevesi		Catalog
476689611	"Museum of Comparative Zoology, Harvard University"		Herp		PhysicalObject	PreservedSpecimen	R-179466	Asia	Hong Kong	New Territories		22.35	114.25	"Asia, Hong Kong, New Territories"		"Hong Kong:New Territories mainland,Ho Chung"					whole animal (ethanol)	Animalia Chordata Reptilia Lepidosauromorpha Squamata Serpentes Colubroidea Colubridae Pareas margaritophorus	Animalia	Chordata	Colubridae	Reptilia	Squamata	Pareas	margaritophorus	Pareas margaritophorus		Catalog
476689609	"Museum of Comparative Zoology, Harvard University"		Herp		PhysicalObject	PreservedSpecimen	R-179464	Asia	Hong Kong	New Territories		22.35	114.25	"Asia, Hong Kong, New Territories"		"Hong Kong:New Territories mainland,Ho Chung"					whole animal (ethanol)	Animalia Chordata Reptilia Lepidosauromorpha Squamata Sauria Scincidae Eumeces chinensis chinensis	Animalia	Chordata	Scincidae	Reptilia	Squamata	Eumeces	chinensis	Eumeces chinensis chinensis		Catalog
476497002	"Museum of Comparative Zoology, Harvard University"		Herp		PhysicalObject	PreservedSpecimen	R-179463	Asia	China	Guangdong		22.1	114.05	"Asia, China, Guangdong"		"People's Republic of China,Guangdong,Wanshan Islands,Wai Ling Ding"					whole animal (ethanol)	Animalia Chordata Reptilia Lepidosauromorpha Squamata Sauria Gekkonidae Hemidactylus bowringi	Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Hemidactylus	bowringi	Hemidactylus bowringi		Catalog
476703041	"Museum of Comparative Zoology, Harvard University"		Herp		PhysicalObject	PreservedSpecimen	R-176746	Asia	China	Guangdong		22.1	114.05	"Asia, China, Guangdong"		"Wanshan Islands,Wai Ling Ding"					whole animal (ethanol)	Animalia Chordata Reptilia Lepidosauromorpha Squamata Sauria Scincidae Scincella modesta	Animalia	Chordata	Scincidae	Reptilia	Squamata	Scincella	modesta	Scincella modesta		Catalog
891135529			Observations			HumanObservation	225003					22.229043	114.25558										Animalia	Chordata	Viperidae	Reptilia	Squamata	Trimeresurus		Trimeresurus albolabris		
891133275			Observations			HumanObservation	220280					22.2289588	114.1169231										Animalia	Chordata	Gekkonidae	Reptilia	Squamata	Hemidactylus		Hemidactylus bowringii		
891088568			Observations			HumanObservation	100332					22.28476061	114.0028685										Animalia	Chordata	Colubridae	Reptilia	Squamata	Rhabdophis		Rhabdophis subminiatus		
891088832			Observations			HumanObservation	101238					22.42957269	114.2362638										Animalia	Chordata	Lacertidae	Reptilia	Squamata	Takydromus		Takydromus sexlineatus ocellatus		
891103279			Observations			HumanObservation	140283					22.27407635	113.9320039										Animalia	Chordata	Agamidae	Reptilia	Squamata	Calotes		Calotes versicolor		
891115996			Observations			HumanObservation	173222					22.43605778	114.1933718										Animalia	Chordata	Cercopithecidae	Mammalia	Primates	Macaca		Macaca mulatta		
891774228			Observations			HumanObservation	481278					22.248429	113.976288										Animalia	Chordata	Homalopsidae	Reptilia	Squamata	Enhydris		Enhydris plumbea		
891774142			Observations			HumanObservation	481280					22.236353	113.913803										Animalia	Chordata	Colubridae	Reptilia	Squamata	Coelognathus		Coelognathus radiatus		
899954758			Observations			HumanObservation	584837					22.420976	114.060965										Animalia	Chordata	Bovidae	Mammalia	Artiodactyla	Capra		Capra hircus		
1038295090			Observations			HumanObservation	917285					22.432332	114.130826										Animalia	Chordata	Elapidae	Reptilia	Squamata	Bungarus		Bungarus multicinctus		
1024182679			Observations			HumanObservation	745754					22.229152	114.116043										Animalia	Chordata	Viperidae	Reptilia	Squamata	Trimeresurus		Trimeresurus albolabris		
891131294			Observations			HumanObservation	215607					22.430219	114.11397										Animalia	Chordata	Colubridae	Reptilia	Squamata	Coelognathus		Coelognathus radiatus		
891131261			Observations			HumanObservation	215608					22.40395151	114.1705806										Animalia	Chordata	Elapidae	Reptilia	Squamata	Ophiophagus		Ophiophagus hannah		
891756991			Observations			HumanObservation	444097					22.423651	114.18555										Animalia	Chordata	Lamprophiidae	Reptilia	Squamata	Psammodynastes		Psammodynastes pulverulentus		
891759475			Observations			HumanObservation	449214					22.228477	114.117159										Animalia	Chordata	Viperidae	Reptilia	Squamata	Trimeresurus		Trimeresurus albolabris		
891040610			Observations			HumanObservation	517313					22.428167	114.086409										Animalia	Chordata	Bovidae	Mammalia	Artiodactyla	Bubalus		Bubalus bubalis		
899942835			Observations			HumanObservation	433741					22.227773	113.918953										Animalia	Chordata	Colubridae	Reptilia	Squamata	Lycodon		Lycodon aulicus		
891754506			Observations			HumanObservation	437808					22.430348	114.085659										Animalia	Chordata	Sciuridae	Mammalia	Rodentia	Callosciurus		Callosciurus erythraeus		
923923441			Observations			HumanObservation	755585					22.546015	114.219005										Animalia	Chordata	Elapidae	Reptilia	Squamata	Naja		Naja atra		
1024330339			Observations			HumanObservation	897100					22.430388	114.086548										Animalia	Chordata	Elapidae	Reptilia	Squamata	Bungarus		Bungarus multicinctus		
891766986			Observations			HumanObservation	464860					22.326259	114.21288										Animalia	Chordata	Felidae	Mammalia	Carnivora	Felis		Felis catus		
