Date,City,State,Shape,Duration,Summary,Posted
10/23/13,North Andover,MA,Chevron,5 minutes,Largest object in the sky i have ever seen,11/11/13
10/21/13,Watertown,MA,Fireball,10 minutes,"Fast-moving, illuminated object similar to fireball silently crosses evening sky and in an instant plunges about 100 feet",10/23/13
10/21/13,Framingham,MA,Other,5:00,Two objects seen north of Mass Pike (Framingham-Southboro-Westboro.,10/23/13
10/19/13,Lowell,MA,Light,several minutes,"single bright light in west sky above Lowell looped, dived , soared amd hovered, fading thwn shining",10/23/13
10/19/13,Revere,MA,Oval,6 seconds,grey object flew back in forth for 3 seconds then left,10/23/13
10/18/13,West Yarmouth,MA,Circle,45 seconds,"Orange flickering light (like flame) moved across sky for about forty five seconds over Cape Cod, then vanished.",10/23/13
10/16/13,New Bedford,MA,Light,10 minutes,Multiple orange lights traveling in formation quietly at low speed & seemed to all disappear at the same spot.,10/23/13
10/12/13,West Newbury,MA,Sphere,10 minutes,"Witness one saw sphere shape with multiple lights, stationary for a while.  green to red.    Witness 2 saw zig zagging pattern, like a",10/14/13
10/11/13,Hubbardston,MA,Fireball,1 minute,4 orange orbs zig zgging across the sky.  Quick movements forward and aft and side to side.,10/14/13
10/5/13,Salem,MA,Light,13 minutes,"Three orbiting lights visualized in western sky over Salem, MA.",10/14/13
9/30/13,South Dennis,MA,Triangle,minute,"Heard humming, saw three white steady lights in triangle form, helicopter was flying near it... LOW altitude",10/23/13
9/30/13,Brewster,MA,Sphere,ongoing,"Shiny object visible in cloudy sky, changing flashing colors, did not move.",10/3/13
9/30/13,Stow,MA,Oval,20 minutes,Big cluster of bright lights stationary way above tree line in Stow MA.,10/3/13
9/30/13,Amesbury,MA,Other,3+,"Large light hovering in the eastern sky.  ((NUFORC Note:  Sighting of Jupiter, we suspect.  PD))",10/3/13
9/29/13,Haverhill,MA,Other,1-6 hours,Frequent sightings in same area nightly!,9/30/13
9/28/13,Mattapoisett,MA,Light,3 minutes,Lights in sky over Mattapoisett,9/30/13
9/28/13,Boston,MA,Flash,5 seconds,Two colored flashes of light lasting about 5 seconds each until ending in a ball of light.,9/30/13
9/26/13,Beverly,MA,Sphere,20 minutes,2 round spheres chasing each other in a counter clockwise elliptical pattern,9/30/13
9/24/13,Turners Falls,MA,Fireball,30 seconds,THREE REDDISH ORANGE LIGHTS IN MOTION; DISSOLVED,9/30/13
9/22/13,Yarmouth Port,MA,Light,Seconds,Bright green object falling very fast from the sky.,9/30/13
9/22/13,South Hamiltion,MA,Fireball,2 seconds,Bright green comet like object streaking across the sky.,9/30/13
9/22/13,Plymouth,MA,Fireball,8 seconds,One bright green fireball with slow white sparks on tail flying down at an angle,9/30/13
9/22/13,Amherst,MA,Unknown,1 hour,"Flashing Lights, Changing colors, Amherst",9/30/13
9/21/13,Somerville,MA,Sphere,30-40 seconds,4 glowing orange orbs paired off in twos and moving sequentially before fading into the night sky,9/30/13
9/19/13,Somerville,MA,Disk,3 minutes,I was on the patio with a friend in Somerville. It was a crisp night and we were in a relatively quiet neighborhood. A blue and green d,9/30/13
9/17/13,Westport,MA,,5 minutes,Bright orange orb disc shaped.,9/30/13
9/14/13,Bridgewater,MA,Fireball,10 minutes,Six red orbs in a formations were seen in the sky traveling South. Singulare ords followed for about 15 minutes.,9/30/13
9/14/13,Provincetown,MA,Light,5 minutes,For several minutes the lights hovered over provincetown - everyone on commercial street stopped to look up at the light which moved up,9/30/13
9/7/13,Westport,MA,Light,5 minutes,9 silent oval red lights all passed on similar trajectory from west to east then each &quot;disappeared&quot; at low altitude.,9/9/13
9/5/13,Springfield,MA,Changing,5 minutes,"It wasn't a plane, planes don't hover.it wasn't a helicopter either it was silent.",9/9/13
9/5/13,Bellingham,MA,Circle,25 seconds,Large Red dot traveling north to south 3x plane beacon size.,9/9/13
9/2/13,Holyoke,MA,Unknown,3 minutes,5 unidentified lights travel through the night sky.,9/9/13
9/1/13,Dennisport,MA,Sphere,1 1/2 hr.,"At 10:30 PM we saw 4 bright orange orbs float slowly & silently over our house, spaced about 20 minutes apart, all in a straight line.",9/9/13
9/1/13,Provincetown,MA,Fireball,0.5 hour,4 rocket fires seen in succession traveling northeast over Cape Cod Massachusetts.,9/9/13
9/1/13,Rowley,MA,Disk,15 minutes,Multiple UFO craft and direct encounter with Orb dispatched from larger ship.,4/4/14
8/24/13,Lowell,MA,Light,10 minutes,Went into the sky and faded off as if going into space,8/30/13
8/24/13,Everett,MA,Light,Ongoing @ 21:20,"Slow moving, flashing object at high altitude over Boston, MA.",8/30/13
8/23/13,New Bedford,MA,Unknown,5 minutes,Bright changing red and white light hovering.,8/30/13
8/23/13,Marstons Mills,MA,Sphere,2 minutes,"I have once again seen the same craft again in the skies above Cape Cod, Ma.This will be my 4th report of seeing the same object. I",8/30/13
8/23/13,Charlton,MA,Light,1-2 minutes,I was driving west on i90 and I saw a light in the sky I took out my phone and took a few shots it was 6:30 in the morning I have no cl,4/4/14
8/20/13,Marstons Mills,MA,Sphere,4 minutes,Bright white sphere above Cape Cod.  ((NUFORC Note:  Possible sightings of ISS??  PD)),8/30/13
8/20/13,Boston,MA,Light,2 minutes,Solid Non-Flashing Light,8/30/13
8/17/13,Lowell,MA,Circle,90 seconds,Orange ball like burning ember moving in erratic pattern about 5000 feet,8/30/13
8/17/13,Marlborough,MA,Light,~2 minutes,Formation of white lights,8/30/13
8/17/13,Gloucester,MA,Circle,2-3 minutes,We were in awe and wonder what did we see?,8/30/13
8/15/13,Foxboro,MA,Disk,1 minute,"Orange disk shaped object moving across the sky in Foxboro, MA",8/30/13
8/14/13,Winchendon,MA,Triangle,30 seconds,Only seen for a brief 30 seconds and they all traveled same speed and dissappeared at same time.,8/30/13
8/13/13,Fitchburg,MA,Unknown,1.5 hours,Loud pulsating humming sound hovering over my house.,8/30/13
8/13/13,Woburn,MA,Triangle,1 hour,Two triangle shaped crafts one with red & green lights the other white/violet lights.,8/30/13
8/12/13,Western,MA,Changing,>1 hour,Blinking spheres along with electric blue and red 'solid' spheres,8/30/13
8/11/13,Norfolk,MA,Rectangle,>1 hour,Rectangle object that had several lights.,8/30/13
8/10/13,Manomet,MA,Disk,~1 second,Dark disc appeared for less than 1 second above Cape Cod Bay.,8/30/13
8/10/13,Wilbraham,MA,Oval,3 minutes,Bright oval craft size of a large airplane  with Fluorescent lights rotating slowly and moving unevenly then lowered into woods,8/30/13
8/9/13,Gloucester,MA,Sphere,20 minutes,On two consecutive nights saw multiple orange glowing objects follow same course,8/30/13
8/7/13,Plymouth,MA,Oval,Seconds,Bluish white oval shape craft disappear after seconds,8/30/13
8/6/13,Attleboro,MA,Oval,3 minutes,"Two red/orange objects flying in synchronicity over Attleboro, Massachusetts 08/06/13",8/30/13
8/5/13,Marstons Mills,MA,Circle,7 minutes,Bright sphere seen two nights in a row moving across the sky!,8/30/13
8/4/13,Fairhaven,MA,Teardrop,20 minutes,I was glad to have a late night sighting and share it with my daughter.,8/30/13
7/27/13,Lynn,MA,Triangle,5 minutes,Red lights,8/30/13
7/27/13,Woods Hole,MA,Fireball,About a minute,Orange light crossing sky,8/30/13
7/14/13,Falmouth,MA,Light,1 hour,12 silent orange lights,7/22/13
7/13/13,Heath,MA,Light,45 minutes,Small red lights that independently moved rather slowly. At times these movements were quick bursts of speed followed by slowing down.,7/14/13
7/13/13,South Hadley,MA,Light,6 minutes,2 Bright Red Lights - Then 2 More!  Turning at weird angles and silent.,8/30/13
7/11/13,Dedham,MA,Light,Seconds,Dedham bright white light no sound.,7/14/13
7/11/13,Douglas,MA,Circle,8 minutes,Glowing lights over Worcester seen from Douglas,7/14/13
7/7/13,Greenfield,MA,Disk,2 minutes,The Disk Shaped Object Drifted Slowly From Southwest To Northeast At About 1000 Feet. The object Disappeared After A Couple Of Minutes,7/14/13
7/6/13,Hopedale,MA,Light,5-7 minutes,"Large solid light witnessed in the wetlands behind my house down a path,along the Charles( Dense woods)",7/14/13
7/6/13,Haverhill,MA,Fireball,20 seconds,A meteor to the naked eye becomes something compleetly different on camera.,7/14/13
7/6/13,Southbridge,MA,Light,1 minute,"A faint light as a star moved generally south to north, flaring up three times.",7/14/13
7/6/13,Springfield,MA,Light,~5 minutes,"I was standing outside in my sisters yard looking up at the stars and out the corner of my eye,so I looked.It was a white light about 2",7/14/13
7/6/13,Springfield,MA,Flash,5 minutes,White blinking light moved from one part of the sky to another part of the sky in a matter of seconds.,7/14/13
7/6/13,Springfield,MA,Circle,20 minutes,"At least 40 orange-red lights moving westerly to the north,floating in a linear fashion, then disappearing.",7/14/13
7/5/13,Salisbury,MA,Circle,~80 seconds,Spherical steady moving object seen over Salisbury Beach,7/14/13
7/4/13,Boston,MA,Other,:30,Distant unmoving object with no lights during the day on July 4th.,7/14/13
6/28/13,Lowell,MA,Rectangle,3 minutes,"It was sunny already, a rectangle object emitting light was observed and a jet following it.",7/3/13
6/22/13,Northampton,MA,Oval,5 minutes,"Yellow glowing oval seen by hundreds of spectators after a fireworks display in Northampton, MA",8/30/13
6/22/13,Worcester,MA,Egg,~2 minutes,White metallic egg shaped object spotted in Worcester Ma.,7/3/13
6/22/13,Fall River,MA,Teardrop,1-2 seconds,Possible ufo sighted in new england  (Real Report),7/3/13
6/21/13,Swampscott,MA,Light,5 seconds,Bright light appears suddenly in clear sky night sky and moves slowly.,7/3/13
6/18/13,Weymouth,MA,Circle,10 minutes,It was a decent length sighting i believe i was sitting my back yard when i saw a red circle fly over head at a high rate of speed abou,7/3/13
6/17/13,Westfield,MA,Disk,15 minutes,Large bright golden glowing object hovering over Barnes airport.,7/3/13
6/8/13,Salem,MA,Chevron,10 minutes,5 orange circular objects in shape of right faced cheveron to the right of the Salem Powerplant. Two of the objects joined at one point,7/3/13
6/6/13,Webster,MA,Formation,,"A straight line of four bright white lights hovering over exit one in Webster, MA.",7/3/13
6/1/13,Pittsfield,MA,Cone,15 minutes,"Static position, undetected movement, speed, static position, and distant altitude dissapearance.",6/2/13
5/30/13,Gilbertville,MA,Fireball,1 hour,Sharp smooth movments pulsing colors and silent,6/2/13
5/18/13,South Yarmouth,MA,Fireball,2 minutes,Orange and white ball moves across the sky then later jets,6/2/13
5/18/13,Provincetown,MA,Cross,20 minutes,Cross shape over Cape Cod,6/2/13
5/15/13,Mashpee,MA,Other,10 minutes,I WAS SLEEPING AND LIGHTS WORK ME UP THERE WERE FLASHING IN MY BEDROOM FIRST I THOUGHT IT WAS A AMBULANCE SO I GOT UP LOOK OUT SIDE LOO,6/2/13
5/12/13,Dedham,MA,Cigar,2-3 minutes,"Floating Metallic Cylindrical Object,  Vanished Afterwards.",5/15/13
5/6/13,Gardner,MA,Light,20 minutes,Daylight Star?,5/15/13
5/5/13,Danvers,MA,Oval,30 seconds,"Shiny, silver, oval oject hovering 500 feet above ground.",5/15/13
5/5/13,Pittsfield,MA,Triangle,8 minutes,"Hovering object over Pittsfield, MA.",5/15/13
5/3/13,Belchertown,MA,Fireball,4 minutes,Orange/red lights in sky.,5/15/13
5/3/13,Taunton,MA,Unknown,3-4 minutes,Unknown in Taunton.,5/15/13
4/26/13,Beverly,MA,Circle,5 minutes,((HOAX??))  Circle hovering spinning white and yellow lights.,5/15/13
4/26/13,Quincy,MA,Triangle,1 hour,Two unidentified triangular objects circling 02169,5/15/13
4/21/13,multiple,MA,Formation,20 minutes,Initially appeared as single bright light.Split off into 3 separate UFO in separate directions. Viewed from car on I95 South near I495,5/15/13
4/21/13,Boston,MA,Fireball,1.5 seconds,Glowing neon green ball... Falling very fast and perfectly vertical over Boston.,5/15/13
4/21/13,Deerfield,MA,Light,:30,Bright Blue Light flying incredibly fast after being still,5/15/13
4/21/13,Barnstable,MA,Diamond,~1 min,"Low flying/gliding diamond, three white lights, one blinking red.",5/15/13
4/13/13,Wilbraham,MA,Fireball,1:15,"Two orange, white, & red flare type objects in a semi-circular pattern overhead made seven passes",5/15/13
4/12/13,Boston,MA,Other,1 hour,"Four light, red center, yellow light emitted as it moved in orb manner.",4/18/14
4/10/13,Medford,MA,Sphere,10 minutes,"Spherical UFOs over Medford, MA",5/15/13
4/9/13,East Dennis,MA,Circle,1 minute,"Small bright object with red lights  in East Dennis, MA.",4/12/13
4/8/13,Springfield,MA,Unknown,23:15,"Bright white light with redish orange lights blinking, that sped away so fast!!",5/15/13
4/6/13,Rockport,MA,Circle,2 minutes,"White center with twinkle of red/orange bright and constant, low in sky but higher than any buildings",5/15/13
4/3/13,Medford,MA,Disk,7-10 seconds,Round silver saucer type craft just hovering.,5/15/13
4/3/13,Northampton,MA,Triangle,3 minute,Low hovering lit craft.,4/12/13
4/1/13,Plymouth,MA,Fireball,15-20 seconds,A orange ball traveling above tree line looked like metorite with no tail then went out.,5/15/13
3/30/13,Dorchester,MA,Light,10 minutes,"Light point moves around slowly, followed by slow moving dim orbs moving together horizon to hor.",4/12/13
3/30/13,Dorchester,MA,Changing,6 hours,One ufo after another last night. 8 or 9 total.,5/15/13
3/30/13,Worcester,MA,Circle,10 minutes,"8 Circular Objects with Orange Lights Shine Down on Worcester, Massachusetts.",5/15/13
3/27/13,Essex,MA,Fireball,30 seconds,5 headlight looking lights traveling north up against a cloud blacken sky.,4/12/13
3/22/13,Duxbury,MA,Circle,10 seconds,Orange orb south east coast Massachusetts.,5/15/13
3/22/13,Groton,MA,Fireball,10 seconds,"Fireball over I-495 in Groton, MA.",4/12/13
3/20/13,Bridgewater,MA,Triangle,~2 minutes,Triangle shaped object moves back n forth over tree line n dissapears over BSU.,5/15/13
3/15/13,Gloucester,MA,Circle,25 minutes,"At approx. 11:30 pm my husband and I, as well as a friend in a different part of town, watched as 3 bright round lights, moving silentl",5/15/13
3/10/13,West Springfield,MA,Cigar,2 minutes,Watched a Red and White helicopter follow and stay with the ufo from a distance. Ufo was white with no no markings. It was not a drone,4/12/13
3/4/13,Westfield,MA,Circle,30 minutes,8 orange lights float at tree level then ascend and disappear.,4/12/13
3/4/13,Auburn,MA,Circle,1-2 minutes,"Bright blue lights on silver-colored, round machine with scanning light, shining on surrounding homes and trees. Disappeared after 1-2.",4/12/13
3/3/13,Whately,MA,Light,5 minutes,Big bright orange flashing light hovered for about five minutes then took off at impossible speed making no sound until it disappeared.,3/18/14
3/3/13,Medford,MA,Cylinder,5 seconds,Round saucer shaped aluminum colored no noise hovering craft that disappeared in blink of an eye.,4/12/13
3/2/13,Sudbury,MA,Chevron,1 minutes,Bight white chevron tilted to its side moving in less than 1 sec. across the sky.  No sound.  At 8:00pm cloudy night couldnt see stars.,3/3/13
3/2/13,Haverhill,MA,Other,1:10,A blackhawk helicopter changed into an unrecognizable shape.  ((NUFORC Note:  Photo of helicopter.  PD)),11/14/14
2/21/13,Pittsfield,MA,Circle,10 minutes,seven bright oragnge lights that suddenly dissapar.,2/28/13
2/19/13,Watertown Square,MA,Light,2 to 3 seconds,Brief bright light flashing through sky (downward).,5/15/13
2/12/13,Rockport,MA,,20 minutes,Flashing red/ orange strobe like light  with 5 or 6 second intervals over Eden Road near water that eventually wound down and disappear,5/15/13
2/4/13,Gill,MA,Circle,13 seconds,Light seemed like airplane until it took a 90 degree turn upward and zipped out of sight.,4/12/13
2/3/13,Lancaster,MA,Triangle,5 minutes,Object is hundreds of yards wide large red rectangular lights v shaped moving dead slow.north to south no noise.,2/4/13
1/25/13,Wilbraham,MA,Other,14,Are there LED powered spotlights?,2/4/13
1/24/13,Sunerland,MA,Fireball,1-2 seconds,White comet-fireball-looking light/phenomenon vertically dropping in a slight arc.,2/4/13
1/23/13,Bedford,MA,Light,5 seconds,Bright Light in sky sped away at incredible speed.,2/4/13
1/19/13,Cape Cod,MA,Flash,5 seconds,Bright flashes of light seen in Mashpee night sky.,2/4/13
1/14/13,North Eastham,MA,Light,5-7 minutes,"Bright white light hovering above trees accompanied by loud noise, disappears suddenly.",2/4/13
1/10/13,Milford,MA,Triangle,1 minute,"Black triangle glider, forty feet off ground, red, blue, green lights on bottom, moved slowly and quietly.",2/4/13
1/10/13,Plymouth,MA,Light,5:31-?,"Six Color-Changing Orbs Spotted, No Stars About It.",2/4/13
1/8/13,Amherst,MA,Triangle,unknown,"Triangle with 3 lights low over Amherst, MA.",2/4/13
1/7/13,Springfield,MA,Light,2-4 minutes,((HOAX??))  Young man and woman are awakened by a loud humming sound; they are pressed down in their bed.,2/4/13
1/6/13,Hyannis,MA,Oval,45 minutes,"UFO seen in downtown Hyannis on two occasions within the hour of January 6, 2013.",2/4/13
1/6/13,Dennisport,MA,Fireball,10 minutes,Two orange balls in the sky of Cape Cod.,2/4/13
1/5/13,Easthampton,MA,Fireball,>5 minutes,"Witnessed a fireball pass perpendicularly over I-91 overpasses, lost sight, drove about a mile then took video.",2/4/13
1/4/13,Brimfield,MA,Circle,5 minutes,Four spheres darting in the sky.  ((NUFORC Note:  Possible advertising lights?  PD)),2/4/13
12/25/12,Somerset,MA,Light,5 minutes,Unusual orange lights.,2/4/13
12/24/12,Greenfield,MA,Light,45 minutes,Ufo dogfight over pioneer valley,2/4/13
12/23/12,Brewster,MA,Flash,25 minutes,"Two possible crafts sighted from Greenland Pond, Brewster Ma",2/4/13
12/20/12,Springfield,MA,Light,still occuring,Three cone shaped lights rotating steadily every three seconds they meet in the center where another dimmer light is located.,12/21/12
12/19/12,Natick,MA,Triangle,10-15 seconds,"Huge triangle shaped craft with bright dome on top gliding, no noise - scary!",12/20/12
12/19/12,Somerset,MA,Circle,3 minutes,75+ lights swarmed the sky in Massachusetts.,12/20/12
12/15/12,Waltham,MA,Sphere,3-5 seconds,I am a high school math teacher at a public school in Mass.  I have thought that I have seen UFO's before but never as clearly.,12/20/12
12/15/12,East Boston,MA,Light,3 seconds,Light trail.,12/20/12
12/14/12,East Bridgewater,MA,,3 minutes,Horn blast sounds for 3 minutes.,12/20/12
12/13/12,Newton,MA,Triangle,7-10 minutes,"Triangle shaped craft 8:10 pm Eastern standard Time low flying  green, red blinking lights.",12/20/12
12/12/12,Westford,MA,Fireball,3 seconds,I looked up at the sky and saw a large fireball zoom from North to South.  It left a trail.,12/20/12
12/11/12,Natick,MA,Circle,Few minutes,Silver orb hovering over town common.,12/20/12
12/9/12,Lowell,MA,Triangle,1/2 hour,Triangular cloud maker during daylight.,12/20/12
12/9/12,Gloucester,MA,Oval,30 minutes,"Glowing, fiery, hovering orb, lasting 30 minutes.",12/20/12
12/6/12,Worcester,MA,Rectangle,5 seconds,"UFO floating still, then speeding off incredibly fast.",12/20/12
12/3/12,Scituate,MA,Light,45 minutes,Wife and I saw bouncing red white and blue light in the sky. What's making swaying motions and bouncing. Same crap that we had witnesse,12/20/12
12/3/12,Wrentham,MA,Teardrop,3 minutes,"White Glowing teardrop shaped object Way way up , flashes off and on- changed shape. Higher than commercial jet.",12/20/12
12/1/12,Bridgewater,MA,Rectangle,2 minutes,See the pics and decide for yourself.,9/30/13
11/30/12,Sandwich,MA,Fireball,1 minute,Orange silent fireball.,12/20/12
11/29/12,Haverhill,MA,Other,15 minutes,"Kite shaped craft hovering over residential area in Haverhill, MA.",12/20/12
11/28/12,Revere Beach,MA,Formation,seconds,"Saw a green neon snake formation in the sky, like a serpent chasing its own tail -- over Massachusetts.",12/20/12
11/26/12,Harwich,MA,Light,~10 minutes,An intelligent moving light the size of a bright star,12/20/12
11/26/12,Acton,MA,Formation,10 seconds,"Route 2 West in Acton, MASS, Blue Lights doing amazingly impossible meanuvers.",12/20/12
11/25/12,Shrewsbury,MA,Circle,4 seconds,Fireball seen while looking east/north east.,12/20/12
11/23/12,Brockton,MA,Sphere,few seconds,Bright white small round object..travelling very fast.,12/20/12
11/22/12,Manchester,MA,Fireball,5 seconds,Glowing Green and yellow fireball Over the water in Manchester by the sea.  Possibly an asteroid...  But I just don't know!,12/20/12
11/22/12,Hopkinton,MA,Fireball,10 minutes,Object appears on fire cruising along in straight line.,12/20/12
11/21/12,Springfield,MA,Unknown,1 hour,Strange Flashing White and Green Bright lights ascending and hovering,12/20/12
11/18/12,North Andover,MA,Chevron,45 seconds,Dull chevron shaped object with dim lights gliding across night sky. No noise attached.,11/19/12
11/17/12,Winthrop,MA,Fireball,1-2 minutes,At 18:12 I saw two orange balls hovering at about 500 feet above the ground.,12/20/12
11/17/12,North Dartmouth,MA,Circle,5 minutes,3 ORANGE CIRCLES.,11/19/12
11/14/12,Taunton,MA,Triangle,~15 seconds,Triangle lights seen then gone instantly.,11/19/12
11/13/12,Webster,MA,Fireball,5 seconds,"I was sitting in my computer room when I heard a very loud deep sizzling-like sound, I turned toward the window to see what looked like",11/19/12
11/12/12,Boston,MA,Sphere,2 minutes,2 small consecutive black dots over Charles River,2/4/13
11/10/12,New Bedford,MA,Unknown,,Balls of light,2/4/13
11/6/12,Fairhaven,MA,Light,5 seconds,"Large circular orb appeared in the sky moving quickly in a south, southeast direction and disappeared after about four seconds.",11/19/12
11/4/12,Peru,MA,Light,60-75 seconds,Bright orange light traveling across the sky seen by 2 people,11/19/12
10/27/12,Springfield,MA,Flash,~2 minutes,UFO flashing lights,10/30/12
10/23/12,Dorchester,MA,Circle,30 seconds,"El objeto venia hacia el varrio de franklin hill dorchester MA, en una velocidad moderada pero cuando se acerco acia el playground paro",10/30/12
10/23/12,Norton,MA,Light,6 seconds,Bright light Moving south to north. It was to the west of Norton and Mansfield Massachusetts,11/19/12
10/22/12,Woburn,MA,Disk,<2 minutes,2 black flying objects that moved quick and than disappeared,10/30/12
10/22/12,Bourne,MA,Circle,2 hours,"Star like object.  ((NUFORC Note:  Probable sighting of a planet, we suspect.  PD))",10/30/12
10/18/12,Springfield,MA,Oval,~30 seconds,I was on my way to bed n I sleep next to the window n when I lay down I can see the roof of the neighbor so I was trying to get sleep n,10/30/12
10/18/12,Brockton,MA,Triangle,3-5 minutes,"Fiery orange triangle with blinking lights on rear, moved from east to west and pitched from side to side.",10/30/12
10/17/12,North Grafton,MA,Disk,1 minute,Many orange lights on a object,10/30/12
10/16/12,Edgartown,MA,Sphere,Unknown,"Bright sphere descending, hovering over Cape Cod, and ascending.",10/30/12
10/16/12,Boston,MA,Light,3-5 minutes,I was outside in the parking lot in jamaicaplain neibourhood.It was 7:05pm and it was dark.Accidentally i saw in the sky and the sky wa,10/30/12
10/13/12,Holyoke,MA,Oval,25 minutes,"There was a faint dull silver green luminous oval object flying in a clockwise rotation,spanning over the river and neighboring houses.",10/30/12
10/11/12,Tewksbury,MA,Light,2 seconds,Huge white streaking object moving high rate of speeds in night sky,10/30/12
10/11/12,Worcester,MA,Unknown,4 seconds,Big extremely bright white light hovering in sky,10/30/12
10/6/12,Rockport,MA,Circle,5 minutes,"Glowing low flying lights in formation over Rockport, MA.",10/30/12
10/5/12,Fitchburg,MA,Fireball,15 minutes,Orange like fireball orb floating then sped off and dissapeared,10/30/12
10/5/12,Lexington,MA,Unknown,30 seconds?,Strange flying lights in the nights sky,10/30/12
10/5/12,Blackstone,MA,Other,45 seconds,Football shaped object moving steadily across daytime sky.,10/30/12
9/29/12,Medford,MA,Other,5 -7 minutes,"White and blue lighted object rised and hovered over medford, eventually dropping slowly straight down",10/30/12
9/29/12,Dedham,MA,Circle,10 minutes,"Many orange lights,4 formed a square, top 2 separated horizontally while bottom2 moved closer together",10/30/12
9/25/12,Lowell,MA,Disk,15 minutes,"Bright white spherical light surrounded by flashing lights in pattern of red, blue, green.  ((NUFORC Note:  Planet/star in E sky?  PD))",10/30/12
9/24/12,Windsor,MA,Circle,3 seconds,"My companion and I witnessed a very bright, large, green ball which shot quickly behind the tree line.",10/30/12
9/21/12,Sturbridge,MA,,seconds,Not sure what it was but the sky is crystal clear and you can see so many stars.. but then off to the distance lower in the sky this th,9/24/12
9/20/12,Brockton,MA,Light,6-7 minutes,Bright green/blue light seen travelling at incredible speed & present long enough to rule out any known air craft or meteor.,9/24/12
9/20/12,Danvers,MA,Oval,1 minute,"Two oblong objects (whitish/orange hue) travelling straight then stopped, did some figure eight swirls around each other and disappered",9/24/12
9/16/12,Marshfield,MA,Light,,"Multi-colored stationary flashing lights (red, blue, green, yellow)",9/24/12
9/15/12,Vineyard Haven,MA,Sphere,20 minutes,Round orange spheres‰Û_,9/24/12
9/14/12,Worcester,MA,Fireball,2 minutes,Fireballs seen above Route 290 near Holy Cross College,9/24/12
9/13/12,Hinsdale,MA,Disk,4 hours,"Flying saucers over plunkett lake in Hinsdale Ma flashing red and green lights, also flashed white beam really birght.",9/24/12
9/12/12,Cutyhunk Island,MA,Unknown,1 minute,"A star-like object moved in a straight horizontal  direction and then in a circular direction, ending where it started.",10/30/12
9/11/12,Lakeville,MA,Triangle,2 minutes,Triangle of fiery lights,9/24/12
9/11/12,West Dennis,MA,Other,1 minute,Silver object seen hovering over marsh in West Dennis during daytime on 9-11-12,9/24/12
9/11/12,Upton,MA,Sphere,2 minutes approx.,"White sphere, 1 witness, unnatural movement.",9/24/12
9/9/12,Malden,MA,Triangle,1 minute,"Triangular in shape. Moving forward and flying low. Lights blue, yellow, green. Was not revolving but instead moving like a plane would",9/24/12
9/8/12,Norton,MA,Chevron,7 seconds,"Flying wing shaped aircfaft silently flew overhead, no jet trail, no lights during broad daylight in Massachusetts.",6/4/14
9/6/12,North Falmouth,MA,Unknown,1 minute,"Driving home from work, saw a huge black object in the sky with small green lights all over the base of the object. It was completely s",9/24/12
9/3/12,Marlboro,MA,Fireball,10 minutes,Fireball moving towards us then stopped & faded away slowly,9/24/12
9/2/12,Quincy/Braintree,MA,Triangle,1 minute,A triangle shaped object moved over South Quincy into East Braintree.,7/4/14
9/1/12,Cohasset,MA,Sphere,45 seconds,2 fainted orange spheres mirroring each other until they separeated,9/24/12
9/1/12,Dennis,MA,Circle,21:00,"Bright orange orb at a very high rate of speed, slowing down, then dissapearing.",9/24/12
8/31/12,Provincetown,MA,Triangle,1 minute,Illuminated triangle makes strange movements in the sky,9/24/12
8/27/12,Topsfield,MA,Teardrop,10 seconds,Driving up 95N just before exit 50(Topsfield/Boxford) saw a yellow/orange/green teardrop shaped sphere moving at a very high rate of sp,9/24/12
8/25/12,Marshfield,MA,Cylinder,15 minutes,Silvery object being chased by three black helicopters at broad daylight,5/15/13
8/25/12,Malden,MA,Light,3 seconds,Brilliant Green Orb like Light.  ((NUFORC Note:  Possible meteor??  PD)),9/24/12
8/25/12,Boston,MA,Oval,10 minutes,Large white illuminated oval shape above city of Boston.,9/24/12
8/25/12,Taunton,MA,Oval,30 seconds,I was walking back from downtown taunton to my house when i heard people calling my name i looked towards the direction the voices wher,9/24/12
8/24/12,Foxborough,MA,Rectangle,1 minute,3 red lights move from straight line to triangle formation and back again quickly and silently,9/24/12
8/23/12,Boston,MA,Triangle,Approx. 4 minutes,"Triangular Craft Over Boston City Hall Plaza, August 23, 2012, at Approx. 2030hrs‰Û_",9/24/12
8/23/12,Boston,MA,Triangle,3-4 minutes,"23AUG2012, 2030Hrs., Boston City Hall Plaza, Triangular Craft...",9/24/12
8/21/12,Longmeadow,MA,Sphere,1-2 minutes,"White ball, moves, navigates in sky , then leaves ..",9/24/12
8/20/12,Ludlow,MA,Oval,,A strange big oval shaped bright light hovering in the sky for about ten minutes before slowly moving away and then disappearing,9/24/12
8/17/12,North Attleboro,MA,Fireball,20 minutes,Two orange fireballs in the sky.,12/20/12
8/15/12,Revere,MA,Sphere,3 minutes,Steady orange orb travelling north then straight up and disappeared.,8/19/12
8/15/12,Tisbury,MA,Fireball,15 minutes,Eleven orange lights that looked like fire balls flying over then disappearing,9/24/12
8/14/12,South Yarmouth,MA,Cone,1 minute,"Irregular shaped gold outline with red light inside, with white hazy halo,silently traveling west to east, we said to each other &quot;",8/19/12
8/14/12,Boston,MA,Light,2 minutes,Two pin point lights trailing each other very quickly in a very non linear path,8/19/12
8/12/12,Boston,MA,Fireball,2 minutes,Reddish/orange light moving really fast across the sky.,8/19/12
