Date,City,State,Shape,Duration,Summary,Posted
7/23/01,Andover,MA,Other,Three Minutes,Random Moving Object,8/5/01
7/22/01,Abington,MA,Light,1/2 second,I saw a big light streak across a good portion of the sky in very little time.  It seemed to be too big to be a shooting star.,8/5/01
7/11/01,Hanover,MA,Cylinder,7-8 seconds,Silvery trashcan shaped object with strange aura observed during rush hour traffic,8/5/01
7/9/01,Woods Hole,MA,Light,20 minutes,Floating RED light,1/19/05
6/22/01,Boston,MA,Disk,,I was taking a walk and stopped to sit down. I look up to see the stars. When I looked up I looked up i noticed something in the sky. I,8/5/01
6/22/01,Boston,MA,Circle,2 minutes,Small Orb over Boston Airport.,8/5/01
6/16/01,Agawam,MA,Teardrop,90 sec,"Fast-moving, silent UFO with strobe-like flickering lights spotted over Western Massachusetts, 6/16/01 23:15",8/5/01
6/7/01,Sudbury,MA,Unknown,15 minutes,Yellow light close to moon emits beam through  trees,8/5/01
6/5/01,Wilmington,MA,Triangle,1minute,"There was a strange light, at three points to form a triangle. I knew it was a triangle because they stayed equaly apart. The lights we",8/5/01
5/19/01,East  Longmeadow,MA,Cylinder,10 Min.,Tan object over golf course,8/5/01
5/15/01,Dalton,MA,Triangle,10 Minutes,"The object was silent but seemed to ""pulse"" across the sky.",4/25/02
4/27/01,Marlboro,MA,Sphere,20 mins,Circular object with rotating lights.,8/5/01
4/22/01,Fairhaven,MA,Sphere,5 minutes,Unknown brilliant spheres baffles Massachussetts teacher,7/26/02
4/13/01,Worcester,MA,Circle,5 minutes,"Four unidentified flying objects in night sky, like four reddish stars moving like no aircract can move. silently.",4/28/01
3/8/01,Wayland,MA,Light,1hr,3Large Orbs and many smaller Orbs in plain view in woods adjacent to my house. Moved with intellegence,3/11/06
2/27/01,Becket,MA,Disk,45 minutes,"Four eye witnesses observed three dish shaped crafts with lights near Becket, MA.",3/6/01
2/13/01,Boston,MA,Light,2 Minutes from my view,Jet's Chasing Lights in Sky Over Boston,2/18/01
2/7/01,Boston,MA,Light,5 minutes,Boston sighting..Wednesday 2/7 at around 8:45 PM,2/18/01
2/7/01,South Egremont,MA,Changing,About 45 minutes we have,"The Object changed shape, it looked like many white lights(dots)put together outlined in a thin red line, travelling north very slowly.",2/18/01
1/26/01,Andover,MA,Disk,1 minute,Hi Folks- All I can tell you is that I am very well versed on aircraft...I live 15 mi from Logan Logan Airport..I see approaches all th,2/18/01
1/17/01,Brimfield,MA,Sphere,about 1 minute,It was a hovering metallic object that vanished in an instant.,2/18/01
1/10/01,Berlin,MA,Disk,20 min,I can prove beyond a reasonable doubt that what I saw was not manufactured by a human being.,4/22/03
1/4/01,Oakham,MA,Light,,huge bright star,2/18/01
12/28/00,Holyoke,MA,Diamond,45 sec,"We saw a diamond shaped craft hovering over the dark valley in between Holyoke and Springfield, Mass",2/18/01
12/26/00,Greenfiled,MA,Fireball,2-3 seconds,I was traveling north on Rte 91 home to VT on the evening of 12/26/00 at about 6:30 P.M. when I was outside of greenfield MA and saw wh,2/18/01
12/26/00,Brocton,MA,Oval,3 seconds,"large green object seen in Brocton, Ma: at 6:23 p.m. on 12/26/00",1/3/01
12/19/00,Foxboro,MA,Oval,15 secs,Blimplike object  over Foxboro Mass stadium at sunset illuminated by sun. Out of season and disappeared too fast,2/18/01
12/19/00,Foxboro,MA,Circle,15 SECONDS,"I WAS HAVING MY OIL CHANGED, SINCE THE NEW ENGLAND PATRIOTS PLAY ACCROSS THE STREET AND ARE BUILDING A NEW STADIUM, I TOOK MY CAMCORDER",12/20/00
12/2/00,Gloucester,MA,Light,Less than 5 minutes,White light bobbing around sporadically for several minutes.,12/20/00
11/19/00,Bradford,MA,Other,15min,"A large, dark object holding a stationary postion, extremely high in the sky and then disappearing.",12/9/00
11/11/00,Berlin,MA,Disk,5 min,It slowly hovered over 4 lanes of traffic about 30 feet from the ground and it didn't seem to care that it was daylight.,6/20/05
10/25/00,Northampton,MA,Fireball,5 seconds,Fireball seen in sky emitting sparks behind it.,12/2/00
10/19/00,Hatfield,MA,Light,4 seconds,it was a ball of light coming down on us.,12/2/00
10/5/00,Topsfield,MA,Fireball,30seconds,Neon Green fireball looking thing.. hit tree then shot up into the sky...,3/4/03
9/27/00,Taunton,MA,Disk,10 Sec,I was returning home from work and pulled up to a traffic light which was on red. The light is on Bay street right by the Taunton indus,3/11/06
9/8/00,Fall River,MA,Sphere,An hour,Ball seen above college library,9/17/00
9/5/00,Hanson,MA,Light,1 hour +,Two slowly moving distant lights.,9/17/00
9/1/00,Attleboro,MA,Circle,30sec,points of light curving top and bottom to the left with a bright shining round ball in the middle of the shape,9/17/00
8/19/00,Gay Head (Aquinah),MA,Circle,1 minute,Amber red pulsating circular pinwheel just over the ocean,12/9/03
8/17/00,Millis,MA,Circle,30 min.,"20 yr old paraplegia and 48 year old father. Silhouette in window, very bright white light, dog frightened, dog will not go into area o",8/25/00
8/15/00,West Tisbury,MA,Circle,3-4hours,"Small dot in daylight sky, moved with exceptional speed after staying in one place for three hours. Strange",7/5/05
8/11/00,Wakefield,MA,Other,approx 5 minutes,"Time seemed to stand still as I looked at this traingle shape that was ""no plane"" moving through the sky...what was I seeing?",8/19/00
8/10/00,Waltham,MA,Other,1minute,Strange object,8/19/00
8/5/00,On the Mass Pike: Rt. 90,MA,Formation,5 minutes,Large square shaped craft with four other smaller craft flying below it.,11/4/02
8/1/00,Roslindale,MA,Changing,30 SECS,"TRIANGULAR ,3 SPHERES,CHANGED INTO A CYLINDRICAL SHAPE",12/20/00
8/1/00,Hingham,MA,Triangle,minutes,A triangular shaped UFO hovering at a slow pace at a low altitude.,8/5/01
7/15/00,Billerica,MA,Disk,about 3:00,Two discs seen one loud one quiet.,2/14/06
7/9/00,Palmer,MA,Unknown,Approx. 1 Min.,Unknown black object caught fling straight up on video tape by accident.,9/12/03
7/3/00,Dedham,MA,Unknown,1 min,Green light  beam from the sky.,11/16/02
6/27/00,Boston,MA,Light,10 seconds,Bright light moving quickly east to west viewed from the boston common,7/11/00
6/20/00,Revere,MA,Disk,15 minutes,"I observed a disk shaped, luminous tan colored UFO with tiny colored lights flashing on its surface moving slowly north by northeast.",7/11/00
6/11/00,Lunenburg,MA,Sphere,10 seconds,"Spherical light of florescent like quality, started with apparent size of penny at arms length, and climbed rapidly at steep angle.",6/21/00
6/11/00,Framingham,MA,Sphere,1.5 - 2.0 min,Followed orange glowing object for 3/4 of a mile.,6/21/00
5/31/00,Boston,MA,Fireball,1 second,"At 23:50 EST 5/31/00 I was standing near 95 Summer St. near the corner of Devonshire St. in Downtown Boston, looking southeast down Sum",6/6/00
5/7/00,Worcester County,MA,Unknown,2-3 min,roomate saw three stars in the daylight,7/23/00
5/6/00,Braintree,MA,Light,8 - 10 min.,"A friend of mine in Braintree, Mass. was the observer and reported ""sighting"" to me. Witness observed very bright light in the West.  (",6/6/00
5/3/00,Newton,MA,,1 second,The sky was perfectly clear and there was an enormous BLINDING flash which had the appearance of some type of nuclear devise going off,5/11/00
4/30/00,Franklin,MA,Diamond,10 minutes,Black diamond shaped object with two white circles in the center and red blinking lights rotating around those white lights. Object had,5/3/00
4/20/00,Rockport,MA,Oval,25 minutes,"In the northern sky, right at Halibut Point, my son and I witnessed an oval shaped craft",5/3/00
3/30/00,Newton,MA,Light,3 minutes,Observed a pulsating light traveling at a high rate of speed.,4/1/00
3/18/00,Pembroke,MA,Unknown,1/2  hour,"Stationary pulsating white, red & green/blue light in the western horizon",4/1/00
3/15/00,Winthrop,MA,Changing,14 hours,The strang multicolored object was up in the sky changing shape. It would occasionally give off a bright flash of light.,5/11/00
2/8/00,Canton,MA,Triangle,5 minutes,Traveling south RT 95 and observed bright lights west of RT 95 in Canton,2/16/00
1/5/00,Milton,MA,Triangle,1:30 m,"I noticed a very bright light in the western sky at 5 AM while taking in my morning paper.  At first, I thought it might be a star, but",1/22/00
12/20/99,Canton,MA,Circle,5 minutes,"While driving to Canton, near Stoughton, MA, my son and I both saw a very bright round shape which emmitted a bright, strong beam of li",1/7/00
11/18/99,Braintree,MA,Light,20 seconds,"Red star-sized light appeared from Big Dipper area, then joined by 2 more which interacted for 10 seconds, formed points of a triangle,",11/23/99
10/31/99,Martha's Vinyard,MA,,,I want to refresh Peter Davenport's memory about my former unpublished report of Sept.l2th or l3th of this year and his return EMAIL.,11/2/99
10/15/99,Holden,MA,Oval,1 hour,Very bright oval object that appeared to resemble a star approx. 5 am in the morning.  It has been visible in the morning for 3 days no,10/19/99
10/15/99,Lexington,MA,Fireball,2hrs,A 2 hour sighting of fireball with orbiting mini fireballs and an array of white dots in the sky with unusual movements,3/4/08
10/7/99,Springfield,MA,Formation,10 seconds,We saw a v-shaped formation of orangy-yellow round flying objects fly right above us and disappear on the other side of horizon,10/19/99
9/13/99,Wilmington,MA,Other,2 and 1/2 hours,In the eastern sky about 45-50 degrees I noticed what looked to be a star. About every minute there would be a flash at around 7:00 to,10/2/99
9/13/99,Newburyport,MA,Oval,5 min.,"Bright oval-shaped light, approx. 30 degrees above horizon in N.E. portion of sky. Moved slowly from left to right. Observed for approx",10/2/99
9/8/99,Andover,MA,Unknown,about a day,emmited a green/white glow,10/2/99
8/4/99,Rochdale,MA,Sphere,12-15 min.,I observed a phosphorescent purple sphere going back and forth over the trees while camping out in the woods.,8/10/99
8/3/99,Salem,MA,,60seconds,"bright light fading to dim, followed by another dim light, both disappeared.",8/10/99
7/14/99,Springfield,MA,Light,2-3 min.,2 bright white strobes. 1 behind other. medium/low alt. slow/medium speed. 10 deg. down from zenith. curved course NW to NE. totally si,7/14/99
7/7/99,Woods Hole,MA,Disk,?,A flying disk pictures over Nobska Point Light,8/10/99
7/3/99,Bedford/Carlise,MA,Light,15-20 seconds,1 object splits into 2 (white - red light),2/18/01
7/1/99,Waltham,MA,Triangle,20 minutes,"Massive silent and fast, July 1999 in Waltham Ma.",12/16/05
6/12/99,Shrewsbury,MA,Other,approx. 3 min.,"Driving east on Route 20, saw silver metallic object suspended in clear sky, approximately one-half to one mile up.",6/23/99
6/1/99,Roslindale,MA,Light,3 minutes,white light followed by many colored tail streaked across sky.,6/3/03
6/1/99,Marlborough,MA,Sphere,five minutes,Metallic ball hovering in the sky in Massachusetts,9/2/05
6/1/99,Andover,MA,Unknown,30 seconds,"1 Enormous Sized Craft at Cruising Speed, Northbound Direction, Highway 495, Andover, Ma. Area, In The Early Morning.",2/21/14
5/14/99,Woburn,MA,Circle,15 mins,circles of lights in the western sky of Woburn MA.,2/22/02
5/5/99,Boston,MA,Light,5 min,star like object getting brighter and brighter and then moving slowly out of sight,2/16/00
5/2/99,Cape Cod,MA,Light,5 seconds,While driving on Rt. 6 off of Cape Cod I spotted two strange lights crossing the road in front of  my vehicle. They were pale orange po,5/24/99
4/24/99,Fitchburg,MA,Disk,10 minutes,"AS we drove headed back towards fitchburg state college on john Fitch Highway, we noticed a light that drifted through the clouds north",5/24/99
4/22/99,Berkley,MA,Fireball,3-5 seconds,"pale orange color fireball type object with long tail seen heading due east looking at northern part of sky, disappeared behind thin cl",5/24/99
4/7/99,E. Falmouth,MA,Triangle,5 seconds,"Two stange lights were outside my window. Inoticed them moving towards my home. It had a triangular shape,with 2 very bright lights on",4/26/99
3/27/99,Marstons Mills,MA,Egg,50 minutes,While walking our dogs my son and I noticed a strange craft or light that seemed to travel in short spurts( not particularly fast). The,4/26/99
3/12/99,Agawam,MA,Triangle,5minutes,I was outdoors and it was dark for about a hour when i noticed strang lights above the connecticut river. I hastely ran and got witness,11/2/99
2/21/99,Auburn,MA,Light,several minutes,"A Ball of light, thinking it was a plane,aircraft.no sound,no body,floating on air across the sky...VERY low to the ground,or very high",4/2/99
2/15/99,Worcester,MA,Unknown,30 sec,I witnesses a strange flying crafte as I was heading towar the off ramp of I-190. It was saucer-like except that instead of being round,4/2/99
2/3/99,Franklin,MA,Oval,2 sec,Small oval object moving at incredible speed. Faster than the eye could follow.,4/2/99
1/15/99,Plymouth,MA,Triangle,20 Min.,"My wife and I have been seeing three kinds of unexplained objects in the Pltmouth, Ma ski's for the past few years.  I am writing this",10/12/01
12/14/98,Littleton,MA,Disk,1 second,Faint disk travelling parallel to I495 southbound in Littleton MA.,2/16/99
12/13/98,Massachusetts (Loc. Unknown),MA,Fireball,about 15 minutes,A light was moving at extreme speeds in a sharp circle it was changing from blue to white on route 2 east bound.,7/5/99
12/13/98,Fall River,MA,Light,5 seconds,"i seen a flash and looked in the sky,then i seen a green streak going from right to left  for about five seconds.",2/16/99
12/10/98,Plymouth,MA,Diamond,10 minutes,i am 14 and was coming back from my football banquet in a car with my father going north when i noticed a very bright diamond shaped ob,1/28/99
11/26/98,Lowell,MA,Circle,30 seconds,Round 3 feet in diameter floating glowing white light teen saw it,9/21/00
11/9/98,Peabody,MA,Fireball,2sec.,flash of light in sky. fireball coming down to earth at a 90 degree angle.,11/19/98
9/28/98,Agawam,MA,Oval,2 MIN,"I WAS AT MY AUNTS AND LOOKED UP IN THE SKY AND SAW THIS CRAFT HOVER THERE BOUT 2-300FEET UP IN AIR,LIKE TWO PLATES ONE REVERSED WITH DI",9/24/03
9/23/98,Westborough,MA,Sphere,1.5 minutes,"Round Ball, Diameter the Sun would appear near sunset, perhaps a tad smaller. Silvery to almost translucent, pulsating between visible",9/26/98
8/24/98,Westfield,MA,Triangle,20minutes,"In the summer of 98, my nephew had come into my third floor apt and said Uncle Ed you have got to see this .We went outside and we",6/12/02
8/9/98,Birkshire County,MA,Changing,10/min,Bright object 10000-20000 + feet in eastearn sky at first statoinary then appearing in different location in general area of sky withou,1/28/99
8/3/98,Salem,MA,Changing,3hrs,Bright light hovered over Marblhead Bay for several hours. Oval to disk shape but seemed to also change shape as well as color. Bright,11/21/98
8/1/98,Provincetown (Cape Cod),MA,Light,3 seconds maybe,"Looking west I saw a ""green shooting star"", that, while falling, produced four jet engines, changed color to orange and shot straight u",4/2/99
7/19/98,Winchendon,MA,Sphere,Weeding,I was weeding a garden on a sunny day late in the afternoon i looked up in the sky and saw a sphere reflecting off lihgt,9/12/99
7/11/98,Lincoln,MA,Sphere,5 minutes,Sole witness to object.  At Hanscom Field/Hanscom Air Force Base watching aircraft.  I am a self taught expert on all types of aircraft,11/21/98
7/4/98,Boston,MA,Sphere,2 minutes,Large spherical object floating over the Charles River amid the smoke following a Fourth of July Fireworks display.,6/21/00
7/4/98,Boston,MA,Sphere,Unsure,UFO spotted above Charles River during July 4th fireworks (1998),7/16/03
6/28/98,Fitchburg,MA,Circle,5 minutes,"There was an extremely bright white light - in a very cloudy sky. It was skipping about in the sky very fast, couldn't keep track of it",11/21/98
6/20/98,Medford,MA,Cylinder,,I was going to Staples(the store) and all of a sudden I saw a bright light like a star appeared.It was moving in a funky way. Then a  p,7/5/99
6/7/98,Framingham,MA,Other,5 min.,"IT WAS NOT A CRAFT  IT WAS A HUGH LIGHT.  20 FEET FROM MY WINDOW.  YELLOW GREEN IN COLOR, NOT ILLUMINATING . WHEN IT WENT 'OFF'  THREE",11/20/02
6/1/98,Boston,MA,Disk,unkown,encounter with approximatley seven saucers each about 3 inches in diameter,11/21/98
5/20/98,Norfolk,MA,Other,20 seconds,"Dim star that moved sharply,  and intentionally",5/15/06
4/15/98,New Bedford,MA,Oval,4 MINUTES,HIGH SPEEDING ORANGE-YELLOW BALL SWAYING SIDE TO SIDE,1/28/99
3/29/98,Lunenburg,MA,Fireball,2 sec.,"Green fireball seen falling quicly from South to North, looked almost as big as moon, followed by two smaller pieces/ debris.",1/28/99
3/16/98,Worcester,MA,Unknown,20 seconds,"Two lights, travelling close and very fast, from N to S",1/28/99
3/16/98,Lunenburg,MA,Light,3 seconds,"Bright green light moved quickly overhead from WSW to ENE, transversing 30 degrees of sky in less than three seconds.",1/28/99
2/6/98,Worcester,MA,Fireball,2-3 seconds,I was driving at midnite and saw a fireball that was blue/green/red/orange travelling at a 45 degree angle downward heading south. I th,1/28/99
12/23/97,Brewster,MA,Unknown,3 seconds,"While looking at the stars on a clear night, I saw an object, yellow/orange, travel from North to South (nearly 0 to 180 degrees almost",8/30/99
11/27/97,Northampton,MA,Other,10 secs,"Object at first thought to be satellite but made vary sudden, erratic and flight manuveurs.",1/28/99
11/17/97,Greenfield,MA,,short,Sky illuminated for a period of 2-3 seconds and bright flourescent green object witnesses falling from sky.  No impact witnessed.,1/28/99
11/1/97,Bridgewater,MA,Triangle,10 minutes,"OBSERVED ONE VERY LARGE TRIANGLE WITH 5 LIGHTS TRAVELING TO THE NORTH EAST, POSSIBLY IN EARTH ORBIT.",2/27/00
10/19/97,Attleboro,MA,Light,10 minutes,A small globe of white light hovering over the grass paced my car for several minutes.,1/16/14
10/1/97,Hyannis,MA,Triangle,1 minute,"WIFE AND I DROVE ONTO START OF OUR STREET, NOTICED TWO LIGHTS NOT USUALLY THERE.  STOPPED CAR, GOT OUT, SAW TWO CRAFTS.  NO NOISE AND H",6/23/99
8/31/97,West Dennis (Cape Cod),MA,Oval,<1 minute,"Three ""oval-shaped"" objects, in formation: one in front, one directly behind, one ""above"" and behind the second one.  All three appeard",1/28/99
8/8/97,Dracut,MA,Triangle,2 min,A large black flying machine shaped like a triangle that made no sound.,5/24/05
7/2/97,South Hadley,MA,Sphere,10~15,My family and neighbors saw a glowing red sphere hovering in the sky and shot away in incredible speed.,8/5/12
6/7/97,Quincy,MA,cylinder,5 sec.,I WAS RIDING IN THE CAR WITH MY MOM WHEN A STRANGE MISSILE SHAPED OBJECT FLY OVER THE ROAD AT LOW ALTITUDE,1/28/99
6/1/97,Springfield,MA,Chevron,4 minutes,Very big no sound,8/30/13
4/30/97,Westboro/Marlboro,MA,Other,15 minutes,Two friends of mine were driving back from a class last Wednesday when they spotted a strange object over a field.  At first they thoug,1/28/99
4/22/97,Worcester,MA,Egg,30seconds,"It was a bright white/Yellow light, moving at an incredible speed.  Too fast for any plane Went from west to East, The White light woul",3/7/98
3/16/97,Osterville,MA,Sphere,5 seconds,spotted horizontally traversing circular/spherical object,3/7/00
3/1/97,Dorchester,MA,Unknown,unknown,Recentlt while attending a house party that friends of mine were hosting for Memorial Day Iwas invited by the host to see something str,1/28/99
2/15/97,North Adams,MA,Diamond,2 mintues,My wife and me were unpacking boxes in our new apartment on a hill overlooking the town. I had decided to take a cigerette break and en,5/24/05
1/8/97,South Attleboro,MA,Disk,7 seconds,"At dusk on perfectly clear night saw large, blue bright disk fly vertically down and skim out over the earth. As it pulled out of its d",3/7/98
12/31/96,Gardner,MA,Circle,30 seconds,I looked up and saw four circular objects flying in and out of each other. Then they all lined up in a row and took off quickly and dis,10/19/99
11/1/96,Merrimac,MA,Triangle,40 seconds,"Massachsuetts - 1996 - Very Clear, Unmistakable, Evening Sighting",5/12/09
9/17/96,Williamstown,MA,Formation,5 minutes,three points of light in the shape of triangle slowly moved across the sky.,5/24/99
9/16/96,Concord,MA,Oval,3 min?,Large craft seen hovering over trees along Route 2 in Massachusetts.,1/28/99
9/16/96,Arlington/Belmont  (line above route 2),MA,Oval,we left it,"1 st may I just say , I saw on this sight listed occurred 9/16/1996..... and at 6 pm person traveling from concord massachusetts on rou",4/27/04
9/1/96,Concord,MA,Disk,?,Large saucer spotted hovering above trees.,3/7/98
8/19/96,Brewster,MA,Disk,45minutes,It was daylight on approxiamately 8/19/96  I just had graduated high school in June and i was living at home with my parents i was not,2/16/00
8/15/96,Wellfleet,MA,Triangle,30 minutes,"3 triangular objects with green lights, making no sound, heading east over Welfleet drive-in.",1/17/04
7/5/96,Springfield,MA,Circle,30-40 sec,"the object floted inplace, then circled the clouds at an increasing in speed. then speed off. It was red in color.",9/24/03
6/15/96,Millbury,MA,Light,a minute or two,"We had just finished playing hide and go seek, my neighbors and I.  We were sitting on the driveway in the dark.  We looked up to see a",1/28/99
12/23/95,Warren,MA,Unknown,5 min.,A large beam of light in the back yard,10/8/07
11/19/95,Framingham,MA,,50 sec.,"Young woman repts. seeing w/ friends a large, round, bright obj. overhead.  Filled car w/ green light.  ""Pains in head.""",11/2/99
11/17/95,Fall River,MA,,10 sec.,Young woman saw extremely bright white light with green tail streak toward the south.  No sound.,11/2/99
11/4/95,Brockton,MA,,,"Man reports witnessing ""bright light coming through the trees.""  He goes to window, sees peculiar ""long tube"" pass over his house.",11/2/99
11/1/95,Randolph,MA,Circle,30secs,while working the late shift at agas station on rte 28 in Randolph I saw alarge white light in the sky to the east.  It started up high,8/5/00
11/1/95,Randolph,MA,Light,2 minutes,Bright light appears over power lines,12/19/03
8/25/95,Oxford,MA,Light,10 Minutes,"4 Balls of Light, changed color followed by search light scanning woods and back yard.",9/6/02
7/20/95,Arlington,MA,Formation,5 minutes,"3 stars circle, join and fly away",2/14/06
7/15/95,Methuen,MA,Oval,10 seconds,Saw a yellow football shaped object in the sky. Moved hoorizontally across the sky for about ten seconds just gliding horinzontally mak,3/7/98
7/15/95,Massachussetts Highway rest stop,MA,Circle,30 seconds,I was eating a sandwich and I looked up and saw a white circular object floating down towards some trees. I go to grab my camera and I,10/19/99
6/22/95,Chelsea,MA,Light,Unknown,"Possible abduction, I'm not sure what happened that 8 years ago.",3/28/04
6/18/95,Fall River,MA,,2 min.,"Two men driving on Rte. 195 witness bizarre obj. hover overhead.  Brightly lighted, ""size of DC-9 w/ 60 deg. sweep to wings.""",11/2/99
6/11/95,Sharon,MA,,,"Man witnessed ""tablet shaped obj., like stubby aspirin,"" with dull, metallic surface, descend, follow military jets.  Good rept.",11/2/99
6/1/95,Provincetown,MA,Unknown,45 sec,"Three white lights at high altitude in a triangle formation moving at ""jet liner"" speed",4/26/99
6/1/95,Methuen,MA,Oval,1 minute,A large yellow football shaped figure moving rapidly in sky in a horizontal movement. Very large. I saw it for about a minute. There wa,1/28/99
5/21/95,Woburn,MA,,,"Man driving on N on I-93 w/ wife & friend witness bizarre obj. w/ 2 red/2white lights.  Hovers, then flies over car.",11/2/99
5/13/95,Framingham,MA,,10 min.,"Woman repts. triangular ship flies overhead, stops, hovers.  Simply ""winked out.""  Object very bright.  First sighting for her.",11/2/99
5/1/95,Brockton,MA,Triangle,2 minutes,"came out of nowhere, disappeared into the sky",6/12/02
4/16/95,Medford,MA,,10 sec.,"Man witnessed 2 rectangular ""lights"" that looked like ""strips of green light.""  He watched 2 sets of them pass across sky.",11/2/99
4/14/95,Boston,MA,,,"Man repts. strange green glow, which lit up sky and moved dramatically across sky.  Witnessed 3, then 4 objs. Strobed effect.",11/2/99
4/1/95,Holyoke,MA,Light,10-20 Minutes,Strange moving light over Holyoke Ma in 1995,11/21/10
2/18/95,Andover,MA,Sphere,15 seconds,Blue ovallish object stationary in the sky and then bolts across the horizon.,2/1/07
1/3/95,Tewksbury,MA,,15,"Woman heard noise, went outside, and witnessed tremendously bright light.  Burst into multiple objects.",11/2/99
12/20/94,Taunton,MA,Other,30 seconds approximately,"A humming object,that put me in a trance like experience flying over Taunton,MA",7/16/03
10/20/94,Taunton,MA,Circle,8-10 seconds,I observed the Craft at a close enough distance to know it was not anything man made based upon my training and experience.500 Lig,10/10/11
10/1/94,Chicopee,MA,Changing,5 minutes,"Chicopee State Park, Craft seemed to be shooting balls of light or breaking up",12/16/05
9/15/94,Andover,MA,Cigar,10-15 Seconds,enormous transparent cylinder/cigar shaped object w/stars(?) attached,2/18/01
7/1/94,Easthampton,MA,Triangle,12 minutes,"Close encounter with hovering black triange, fighter jets chased it away!",2/8/11
6/30/94,Springfield,MA,Triangle,20 minutes,Missing time with triangular craft.,7/13/05
6/11/94,Boston,MA,Triangle,30 sec,3 Red trianles,5/14/02
6/5/94,Hyannis,MA,Other,1:00 min,boomerang sliver shiny shaped object,12/7/06
6/1/94,South Yarmouth,MA,Light,6 minutes,"Very cloudy night, seeing bright light behind clouds and seeing many transparent green spheres shooting out from the clouds.",8/30/13
11/17/93,Middleborough,MA,Light,50 minutes,"Multiple lights moved across a field before dawn, 50 minutes of this.  As one approached, I returned to truck for camera and saw  brigh",1/22/00
9/10/93,Chicopee,MA,Triangle,10 minutes,"craft flies directly over us (very high up) from west stops, gets smaller (ascends) and shoots of north at a very high rate of speed",1/28/99
8/9/93,Chelmsford,MA,Triangle,5min,"a friend and i were going home i noticed three lights just above the treeline of a local park, so i stopped the car in the middle of th",1/11/02
6/30/93,Massachusets Turnpike,MA,Other,10 minutes,"Immense, perfectly rectangular shaped cloud-like object appears and disappears in a clear blue sky.",11/28/07
6/20/93,Weymouth,MA,Triangle,30 seconds,Was sitting on the back porch of my house with 2 of my friends and myself when we all noticed almost at the same time a strange triangl,7/16/03
6/8/93,Worcester,MA,Teardrop,12 minutes,TearDrop Shape UFO in the Park.,7/29/00
12/15/92,Lenox,MA,Disk,4 min,It came up through the trees and had red lights spaced around it. I could see it plain as day in front of me,10/31/03
11/15/92,Atlantic Ocean,MA,Disk,,commercial fisherman.  early am . leaving  ryders cover  --first light-- november-- this event ruined my life .. I have never been the,1/10/09
10/31/92,Osterville,MA,Rectangle,10 seconds,A seemingly close object with a rectangular pattern of lights moved silently,11/26/03
5/10/92,Allston,MA,Triangle,1.5 hours,Large Triangular object just outside Boston,10/12/01
5/10/92,Acton to Chelmsford,MA,Triangle,30-60 mins,RE: Large Triangular object just outside Boston,5/14/02
9/1/91,Boston (above),MA,Circle,20 to 30 secnds,"The object was absolutely solid as I observed it, but appeared to fly thru the windows.",12/14/04
8/16/91,Hanover,MA,Light,20 min +/-,A bright light moving erraticlly toward us was then was chased by two fighter jets.,10/30/06
7/7/91,Avon,MA,Triangle,15-20 minutes,"Around dusk, Istood outside of my home, and observed a light in the sky. During the time it took me to smoke a cigarette, this object c",12/16/05
11/1/90,Lowell,MA,Light,20 seconds,"A huge, round, red orb hovering in the sky",8/24/10
8/31/90,Sterling,MA,Unknown,3-4 hours,"2 kids in a tent harassed all night by sounds, a bright light and something trying to enter our tent.500 Lights On Object0: Yes",3/10/11
8/10/90,Southbridge,MA,Unknown,45min-2 hours,Reoccuring visitations ? Senses altered.500 Lights On Object0: Yes,7/5/08
8/8/90,Boston,MA,Oval,1 hour,An unidentified flying (still?) object sighted in Boston in  the summer of 1990,3/28/04
2/15/90,Brockton,MA,Triangle,4 min,An object stops dead in it's track!,2/18/01
2/15/90,Brockton,MA,Other,10 Minutes,Large Craft Hovers Over Highway in Mass,11/8/03
2/15/90,Boston,MA,Other,5 seconds,"Large ""Gulf Breeze"" type object seen over Boston at about 10,000 feet in Winter",1/27/05
6/15/89,Brockton,MA,Disk,less than 5 minutes,bright baloon like ufo with light circulating under it in brockton Mass. in 1989 .,7/26/02
6/1/89,Pittsfield,MA,Disk,30-45 sec,"It was about 100-200 yards away above some houses, it had blue lights circling...",4/28/01
9/3/88,Harvard,MA,Sphere,3 minutes,"Bright silver craft witnessed by many people. Sorry no police that I know of,but one correction officer.That would by me.",12/12/13
8/13/88,Methuen,MA,Unknown,2 minutes,"The siting is old, but worth reporting. Much evidence of all types.",5/8/14
6/20/88,Woburn,MA,Light,12 minutes,#NAME?,5/15/06
1/12/88,Cambridge,MA,Oval,15 seconds,"8 gliding craft in formation with a 9th ""quantum jump"" scout craft",10/31/08
12/4/87,Marlborough,MA,Light,3 minutes,"15 deg. above the horizon W sky, viewed from Framingham, MA.  3 times brighter than Venus.  Stationary, slowly turned off in 2 sec..",3/26/15
8/22/87,Southbridge,MA,Light,20 minutes,Hovering light that was stationary for minutes then moved away,6/10/03
8/15/87,Brookline,MA,Triangle,7 seconds,"Black triangular object flying low over Brookline MA in August 1987.  Made no noise, had no lights.",2/14/08
6/20/87,Auburn,MA,Fireball,5 seconds,"Fireball went down into the woods. Moments later we heard rustling through the leaves, twigs breaking",9/29/04
5/5/87,Natick,MA,Disk,10 seconds,The object was saucer shaped since the bottom part of it was covered by the trees and there were hundreds of bright lights.,10/7/03
